period,capacity,outage,percentOutage,capacity-units,outage-units,percentOutage-units
2020-06-26,97082,3839.31,3.95,megawatts,megawatts,percent
2020-06-25,97082,4238.686,4.37,megawatts,megawatts,percent
2020-06-24,97082,4507.606,4.64,megawatts,megawatts,percent
2020-06-23,97082,4878.946,5.03,megawatts,megawatts,percent
2020-06-22,97082,4974.34,5.12,megawatts,megawatts,percent
2020-06-21,97082,4397.942,4.53,megawatts,megawatts,percent
2020-06-20,97082,5093.384,5.25,megawatts,megawatts,percent
2020-06-19,97082,3114.238,3.21,megawatts,megawatts,percent
2020-06-18,97082,3113.22,3.21,megawatts,megawatts,percent
2020-06-17,97082,3035.746,3.13,megawatts,megawatts,percent
2020-06-16,97082,3164.336,3.26,megawatts,megawatts,percent
2020-06-15,97082,3515.358,3.62,megawatts,megawatts,percent
2020-06-14,97082,4173.078,4.3,megawatts,megawatts,percent
2020-06-13,97082,4519.554,4.66,megawatts,megawatts,percent
2020-06-12,97082,2866.082,2.95,megawatts,megawatts,percent
2020-06-11,97082,4817.756,4.96,megawatts,megawatts,percent
2020-06-10,97082,5322.112,5.48,megawatts,megawatts,percent
2020-06-09,97082,5907.693,6.09,megawatts,megawatts,percent
2020-06-08,97082,6370.118,6.56,megawatts,megawatts,percent
2020-06-07,97082,7289.68,7.51,megawatts,megawatts,percent
2020-06-06,97082,6896.611,7.1,megawatts,megawatts,percent
2020-06-05,97082,4638.103,4.78,megawatts,megawatts,percent
2020-06-04,97082,5219.044,5.38,megawatts,megawatts,percent
2020-06-03,97082,6441.135,6.63,megawatts,megawatts,percent
2020-06-02,97082,7661.246,7.89,megawatts,megawatts,percent
2020-06-01,97082,9385.616,9.67,megawatts,megawatts,percent
2020-05-31,97082,10324.414,10.63,megawatts,megawatts,percent
2020-05-30,97082,9867.184,10.16,megawatts,megawatts,percent
2020-05-29,97082,10447.695,10.76,megawatts,megawatts,percent
2020-05-28,97082,9060.709,9.33,megawatts,megawatts,percent
2020-05-27,97082,9413.897,9.7,megawatts,megawatts,percent
2020-05-26,97082,9023.894,9.3,megawatts,megawatts,percent
2020-05-25,97082,7848.379,8.08,megawatts,megawatts,percent
2020-05-24,97082,9378.748,9.66,megawatts,megawatts,percent
2020-05-23,97082,10705.198,11.03,megawatts,megawatts,percent
2020-05-22,97082,10287.51,10.6,megawatts,megawatts,percent
2020-05-21,97082,10845.13,11.17,megawatts,megawatts,percent
2020-05-20,97082,10580.77,10.9,megawatts,megawatts,percent
2020-05-19,97082,9747.942,10.04,megawatts,megawatts,percent
2020-05-18,97082,9588.094,9.88,megawatts,megawatts,percent
2020-05-17,97082,10540.121,10.86,megawatts,megawatts,percent
2020-05-16,97082,11682.276,12.03,megawatts,megawatts,percent
2020-05-15,97082,11399.506,11.74,megawatts,megawatts,percent
2020-05-14,97082,11225.752,11.56,megawatts,megawatts,percent
2020-05-13,97082,12653.003,13.03,megawatts,megawatts,percent
2020-05-12,97082,12279.268,12.65,megawatts,megawatts,percent
2020-05-11,97082,13425.776,13.83,megawatts,megawatts,percent
2020-05-10,97082,15320.39,15.78,megawatts,megawatts,percent
2020-05-09,97082,13542.806,13.95,megawatts,megawatts,percent
2020-05-08,97082,13356.976,13.76,megawatts,megawatts,percent
2020-05-07,97082,14871.696,15.32,megawatts,megawatts,percent
2020-05-06,97082,16235.923,16.72,megawatts,megawatts,percent
2020-05-05,97082,17176.514,17.69,megawatts,megawatts,percent
2020-05-04,97082,17459.3,17.98,megawatts,megawatts,percent
2020-05-03,97082,16263.81,16.75,megawatts,megawatts,percent
2020-05-02,97082,16871.706,17.38,megawatts,megawatts,percent
2020-05-01,97082,14373.447,14.81,megawatts,megawatts,percent
2020-04-30,97082,14773.619,15.22,megawatts,megawatts,percent
2020-04-29,97082,14982.341,15.43,megawatts,megawatts,percent
2020-04-28,97082,15880.37,16.36,megawatts,megawatts,percent
2020-04-27,97082,16482.485,16.98,megawatts,megawatts,percent
2020-04-26,97082,16325.665,16.82,megawatts,megawatts,percent
2020-04-25,97082,17115.968,17.63,megawatts,megawatts,percent
2020-04-24,97082,17183.009,17.7,megawatts,megawatts,percent
2020-04-23,97082,16710.191,17.21,megawatts,megawatts,percent
2020-04-22,97082,17908.597,18.45,megawatts,megawatts,percent
2020-04-21,97082,17643.143,18.17,megawatts,megawatts,percent
2020-04-20,97082,18354.306,18.91,megawatts,megawatts,percent
2020-04-19,97082,16533.79,17.03,megawatts,megawatts,percent
2020-04-18,97082,16527.496,17.02,megawatts,megawatts,percent
2020-04-17,97082,17397.53,17.92,megawatts,megawatts,percent
2020-04-16,97082,18962.66,19.53,megawatts,megawatts,percent
2020-04-15,97082,19741.98,20.34,megawatts,megawatts,percent
2020-04-14,97082,19762.734,20.36,megawatts,megawatts,percent
2020-04-13,97082,19961.361,20.56,megawatts,megawatts,percent
2020-04-12,97082,20246.572,20.86,megawatts,megawatts,percent
2020-04-11,97082,20229.496,20.84,megawatts,megawatts,percent
2020-04-10,97082,16833.585,17.34,megawatts,megawatts,percent
2020-04-09,97082,17679.896,18.21,megawatts,megawatts,percent
2020-04-08,97082,16202.382,16.69,megawatts,megawatts,percent
2020-04-07,97082,17603.414,18.13,megawatts,megawatts,percent
2020-04-06,97082,18600.598,19.16,megawatts,megawatts,percent
2020-04-05,97082,18213.021,18.76,megawatts,megawatts,percent
2020-04-04,97082,18649.238,19.21,megawatts,megawatts,percent
2020-04-03,97082,16746.872,17.25,megawatts,megawatts,percent
2020-04-02,97082,17122.481,17.64,megawatts,megawatts,percent
2020-04-01,97082,14926.695,15.38,megawatts,megawatts,percent
2020-03-31,99321.1,14301.794,14.4,megawatts,megawatts,percent
2020-03-30,99321.1,15048.502,15.15,megawatts,megawatts,percent
2020-03-29,99321.1,15434.417,15.54,megawatts,megawatts,percent
2020-03-28,99321.1,15720.16,15.83,megawatts,megawatts,percent
2020-03-27,99321.1,14659.946,14.76,megawatts,megawatts,percent
2020-03-26,99321.1,15591.367,15.7,megawatts,megawatts,percent
2020-03-25,99321.1,16898.305,17.01,megawatts,megawatts,percent
2020-03-24,99321.1,16540.037,16.65,megawatts,megawatts,percent
2020-03-23,99321.1,16142.068,16.25,megawatts,megawatts,percent
2020-03-22,99321.1,16462.985,16.58,megawatts,megawatts,percent
2020-03-21,99321.1,16047.923,16.16,megawatts,megawatts,percent
2020-03-20,99321.1,14243.165,14.34,megawatts,megawatts,percent
2020-03-19,99321.1,14783.162,14.88,megawatts,megawatts,percent
2020-03-18,99321.1,14833.366,14.93,megawatts,megawatts,percent
2020-03-17,99321.1,14869.526,14.97,megawatts,megawatts,percent
2020-03-16,99321.1,15455.974,15.56,megawatts,megawatts,percent
2020-03-15,99321.1,16177.024,16.29,megawatts,megawatts,percent
2020-03-14,99321.1,16574.754,16.69,megawatts,megawatts,percent
2020-03-13,99321.1,14279.022,14.38,megawatts,megawatts,percent
2020-03-12,99321.1,13127.132,13.22,megawatts,megawatts,percent
2020-03-11,99321.1,12878.072,12.97,megawatts,megawatts,percent
2020-03-10,99321.1,12851.332,12.94,megawatts,megawatts,percent
2020-03-09,99321.1,13512.572,13.6,megawatts,megawatts,percent
2020-03-08,99321.1,13450.3,13.54,megawatts,megawatts,percent
2020-03-07,99321.1,13237.34,13.33,megawatts,megawatts,percent
2020-03-06,99321.1,12179.18,12.26,megawatts,megawatts,percent
2020-03-05,99321.1,12300.238,12.38,megawatts,megawatts,percent
2020-03-04,99321.1,10817.81,10.89,megawatts,megawatts,percent
2020-03-03,99321.1,9616.49,9.68,megawatts,megawatts,percent
2020-03-02,99321.1,9378.558,9.44,megawatts,megawatts,percent
2020-03-01,99321.1,9748.417,9.82,megawatts,megawatts,percent
2020-02-29,99321.1,10165.167,10.23,megawatts,megawatts,percent
2020-02-28,99321.1,8642.424,8.7,megawatts,megawatts,percent
2020-02-27,99321.1,8739.665,8.8,megawatts,megawatts,percent
2020-02-26,99321.1,8903.683,8.96,megawatts,megawatts,percent
2020-02-25,99321.1,7543.952,7.6,megawatts,megawatts,percent
2020-02-24,99321.1,7485.562,7.54,megawatts,megawatts,percent
2020-02-23,99321.1,7764.79,7.82,megawatts,megawatts,percent
2020-02-22,99321.1,6086.269,6.13,megawatts,megawatts,percent
2020-02-21,99321.1,5600.893,5.64,megawatts,megawatts,percent
2020-02-20,99321.1,6466.932,6.51,megawatts,megawatts,percent
2020-02-19,99321.1,5597.083,5.64,megawatts,megawatts,percent
2020-02-18,99321.1,5839.87,5.88,megawatts,megawatts,percent
2020-02-17,99321.1,8543.69,8.6,megawatts,megawatts,percent
2020-02-16,99321.1,9450.904,9.52,megawatts,megawatts,percent
2020-02-15,99321.1,8993.335,9.05,megawatts,megawatts,percent
2020-02-14,99321.1,8321.212,8.38,megawatts,megawatts,percent
2020-02-13,99321.1,5982.585,6.02,megawatts,megawatts,percent
2020-02-12,99321.1,4852.713,4.89,megawatts,megawatts,percent
2020-02-11,99321.1,4675.786,4.71,megawatts,megawatts,percent
2020-02-10,99321.1,4556.497,4.59,megawatts,megawatts,percent
2020-02-09,99321.1,3288.993,3.31,megawatts,megawatts,percent
2020-02-08,99321.1,2237.618,2.25,megawatts,megawatts,percent
2020-02-07,99321.1,2619.848,2.64,megawatts,megawatts,percent
2020-02-06,99321.1,2505.787,2.52,megawatts,megawatts,percent
2020-02-05,99321.1,2477.348,2.49,megawatts,megawatts,percent
2020-02-04,99321.1,2490.392,2.51,megawatts,megawatts,percent
2020-02-03,99321.1,3639.312,3.66,megawatts,megawatts,percent
2020-02-02,99321.1,3622.946,3.65,megawatts,megawatts,percent
2020-02-01,99321.1,2653.607,2.67,megawatts,megawatts,percent
2020-01-31,99321.1,1453.467,1.46,megawatts,megawatts,percent
2020-01-30,99321.1,1313.516,1.32,megawatts,megawatts,percent
2020-01-29,99321.1,926.716,.93,megawatts,megawatts,percent
2020-01-28,99321.1,859.936,.87,megawatts,megawatts,percent
2020-01-27,99321.1,1179.755,1.19,megawatts,megawatts,percent
2020-01-26,99321.1,1997.529,2.01,megawatts,megawatts,percent
2020-01-25,99321.1,1315.911,1.32,megawatts,megawatts,percent
2020-01-24,99321.1,1299.646,1.31,megawatts,megawatts,percent
2020-01-23,99321.1,1386.058,1.4,megawatts,megawatts,percent
2020-01-22,99321.1,447.912,.45,megawatts,megawatts,percent
2020-01-21,99321.1,331.382,.33,megawatts,megawatts,percent
2020-01-20,99321.1,322.622,.32,megawatts,megawatts,percent
2020-01-19,99321.1,288.18,.29,megawatts,megawatts,percent
2020-01-18,99321.1,524.125,.53,megawatts,megawatts,percent
2020-01-17,99321.1,266.8,.27,megawatts,megawatts,percent
2020-01-16,99321.1,482.37,.49,megawatts,megawatts,percent
2020-01-15,99321.1,414.18,.42,megawatts,megawatts,percent
2020-01-14,99321.1,552.43,.56,megawatts,megawatts,percent
2020-01-13,99321.1,449.038,.45,megawatts,megawatts,percent
2020-01-12,99321.1,811.78,.82,megawatts,megawatts,percent
2020-01-11,99321.1,938.642,.95,megawatts,megawatts,percent
2020-01-10,99321.1,196.814,.2,megawatts,megawatts,percent
2020-01-09,99321.1,385.852,.39,megawatts,megawatts,percent
2020-01-08,99321.1,478.889,.48,megawatts,megawatts,percent
2020-01-07,99321.1,604.295,.61,megawatts,megawatts,percent
2020-01-06,99321.1,1242.35,1.25,megawatts,megawatts,percent
2020-01-05,99321.1,2592.61,2.61,megawatts,megawatts,percent
2020-01-04,99321.1,2873.41,2.89,megawatts,megawatts,percent
2020-01-03,99321.1,2304.64,2.32,megawatts,megawatts,percent
2020-01-02,99321.1,2357.02,2.37,megawatts,megawatts,percent
2020-01-01,99321.1,1222.5,1.23,megawatts,megawatts,percent
2019-12-31,100141.5,1326.86,1.32,megawatts,megawatts,percent
2019-12-30,100141.5,2186.865,2.18,megawatts,megawatts,percent
2019-12-29,100141.5,2967.579,2.96,megawatts,megawatts,percent
2019-12-28,100141.5,3118.944,3.11,megawatts,megawatts,percent
2019-12-27,100141.5,2079.872,2.08,megawatts,megawatts,percent
2019-12-26,100141.5,206.272,.21,megawatts,megawatts,percent
2019-12-25,100141.5,208.292,.21,megawatts,megawatts,percent
2019-12-24,100141.5,737.288,.74,megawatts,megawatts,percent
2019-12-23,100141.5,1421.33,1.42,megawatts,megawatts,percent
2019-12-22,100141.5,2732.634,2.73,megawatts,megawatts,percent
2019-12-21,100141.5,2657.72,2.65,megawatts,megawatts,percent
2019-12-20,100141.5,2003.1,2,megawatts,megawatts,percent
2019-12-19,100141.5,2811.06,2.81,megawatts,megawatts,percent
2019-12-18,100141.5,2612.132,2.61,megawatts,megawatts,percent
2019-12-17,100141.5,1183.492,1.18,megawatts,megawatts,percent
2019-12-16,100141.5,1950.148,1.95,megawatts,megawatts,percent
2019-12-15,100141.5,2426.749,2.42,megawatts,megawatts,percent
2019-12-14,100141.5,2755.393,2.75,megawatts,megawatts,percent
2019-12-13,100141.5,2694.22,2.69,megawatts,megawatts,percent
2019-12-12,100141.5,2601.66,2.6,megawatts,megawatts,percent
2019-12-11,100141.5,3447.08,3.44,megawatts,megawatts,percent
2019-12-10,100141.5,3752.42,3.75,megawatts,megawatts,percent
2019-12-09,100141.5,3107.47,3.1,megawatts,megawatts,percent
2019-12-08,100141.5,2915.22,2.91,megawatts,megawatts,percent
