period,capacity,outage,percentOutage,capacity-units,outage-units,percentOutage-units
2018-01-24,102016.8,1689.73,1.66,megawatts,megawatts,percent
2018-01-23,102016.8,1776.55,1.74,megawatts,megawatts,percent
2018-01-22,102016.8,2082.24,2.04,megawatts,megawatts,percent
2018-01-21,102016.8,1939.41,1.9,megawatts,megawatts,percent
2018-01-20,102016.8,1650.14,1.62,megawatts,megawatts,percent
2018-01-19,102016.8,2295.09,2.25,megawatts,megawatts,percent
2018-01-18,102016.8,3162.78,3.1,megawatts,megawatts,percent
2018-01-17,102016.8,4052.87,3.97,megawatts,megawatts,percent
2018-01-16,102016.8,4347.18,4.26,megawatts,megawatts,percent
2018-01-15,102016.8,4365.4,4.28,megawatts,megawatts,percent
2018-01-14,102016.8,3217.232,3.15,megawatts,megawatts,percent
2018-01-13,102016.8,3527.357,3.46,megawatts,megawatts,percent
2018-01-12,102016.8,3682.622,3.61,megawatts,megawatts,percent
2018-01-11,102016.8,4171.33,4.09,megawatts,megawatts,percent
2018-01-10,102016.8,3650.982,3.58,megawatts,megawatts,percent
2018-01-09,102016.8,3553.636,3.48,megawatts,megawatts,percent
2018-01-08,102016.8,2115.47,2.07,megawatts,megawatts,percent
2018-01-07,102016.8,1673.75,1.64,megawatts,megawatts,percent
2018-01-06,102016.8,1691.79,1.66,megawatts,megawatts,percent
2018-01-05,102016.8,997.01,.98,megawatts,megawatts,percent
2018-01-04,102016.8,242.33,.24,megawatts,megawatts,percent
2018-01-03,102016.8,252.09,.25,megawatts,megawatts,percent
2018-01-02,102016.8,250.08,.25,megawatts,megawatts,percent
2018-01-01,102016.8,688.22,.67,megawatts,megawatts,percent
2017-12-31,100901.1,777.7,.77,megawatts,megawatts,percent
2017-12-30,100901.1,1018.41,1.01,megawatts,megawatts,percent
2017-12-29,101868.1,773.29,.76,megawatts,megawatts,percent
2017-12-28,101868.1,747.95,.73,megawatts,megawatts,percent
2017-12-27,101868.1,547.18,.54,megawatts,megawatts,percent
2017-12-26,101868.1,809.67,.79,megawatts,megawatts,percent
2017-12-25,101868.1,628.34,.62,megawatts,megawatts,percent
2017-12-24,100901.1,1046.24,1.04,megawatts,megawatts,percent
2017-12-23,100901.1,1683.995,1.67,megawatts,megawatts,percent
2017-12-22,101868.1,2096.912,2.06,megawatts,megawatts,percent
2017-12-21,101868.1,2215.41,2.17,megawatts,megawatts,percent
2017-12-20,101868.1,2765.69,2.71,megawatts,megawatts,percent
2017-12-19,101868.1,3357.08,3.3,megawatts,megawatts,percent
2017-12-18,100901.1,3141.96,3.11,megawatts,megawatts,percent
2017-12-17,100901.1,4012.08,3.98,megawatts,megawatts,percent
2017-12-16,100901.1,4896.25,4.85,megawatts,megawatts,percent
2017-12-15,101868.1,4844.42,4.76,megawatts,megawatts,percent
2017-12-14,101868.1,5698.63,5.59,megawatts,megawatts,percent
2017-12-13,101868.1,6435.28,6.32,megawatts,megawatts,percent
2017-12-12,101868.1,6674.27,6.55,megawatts,megawatts,percent
2017-12-11,101868.1,5783.492,5.68,megawatts,megawatts,percent
2017-12-10,100901.1,5400.833,5.35,megawatts,megawatts,percent
2017-12-09,100901.1,4833.81,4.79,megawatts,megawatts,percent
2017-12-08,100901.1,3770.94,3.74,megawatts,megawatts,percent
2017-12-07,101868.1,3620.84,3.55,megawatts,megawatts,percent
2017-12-06,101868.1,3936.77,3.86,megawatts,megawatts,percent
2017-12-05,101868.1,4461.22,4.38,megawatts,megawatts,percent
2017-12-04,100901.1,4422.88,4.38,megawatts,megawatts,percent
2017-12-03,100901.1,4830.21,4.79,megawatts,megawatts,percent
2017-12-02,100901.1,4998.71,4.95,megawatts,megawatts,percent
2017-12-01,101868.1,5422.59,5.32,megawatts,megawatts,percent
2017-11-30,101868.1,6449.792,6.33,megawatts,megawatts,percent
2017-11-29,101868.1,6339.66,6.22,megawatts,megawatts,percent
2017-11-28,101868.1,7427.97,7.29,megawatts,megawatts,percent
2017-11-27,100901.1,7915.43,7.84,megawatts,megawatts,percent
2017-11-26,100901.1,7749.64,7.68,megawatts,megawatts,percent
2017-11-25,100901.1,6722.66,6.66,megawatts,megawatts,percent
2017-11-24,101868.1,6692.63,6.57,megawatts,megawatts,percent
2017-11-23,101868.1,6750.51,6.63,megawatts,megawatts,percent
2017-11-22,101868.1,6968.91,6.84,megawatts,megawatts,percent
2017-11-21,101868.1,7067.19,6.94,megawatts,megawatts,percent
2017-11-20,100901.1,6440.18,6.38,megawatts,megawatts,percent
2017-11-19,100901.1,6821.96,6.76,megawatts,megawatts,percent
2017-11-18,100901.1,8036.166,7.96,megawatts,megawatts,percent
2017-11-17,101868.1,8158.232,8.01,megawatts,megawatts,percent
2017-11-16,101868.1,7328.672,7.19,megawatts,megawatts,percent
2017-11-15,101868.1,7688.982,7.55,megawatts,megawatts,percent
2017-11-14,101868.1,8493.629,8.34,megawatts,megawatts,percent
2017-11-13,101868.1,9025.176,8.86,megawatts,megawatts,percent
2017-11-12,100901.1,9819.114,9.73,megawatts,megawatts,percent
2017-11-11,100901.1,10987.9,10.89,megawatts,megawatts,percent
2017-11-10,101868.1,11634.906,11.42,megawatts,megawatts,percent
2017-11-09,101868.1,13746.532,13.49,megawatts,megawatts,percent
2017-11-08,101868.1,14977.31,14.7,megawatts,megawatts,percent
2017-11-07,101868.1,14309.94,14.05,megawatts,megawatts,percent
2017-11-06,101868.1,14489.15,14.22,megawatts,megawatts,percent
2017-11-05,100901.1,14780.7,14.65,megawatts,megawatts,percent
2017-11-04,100901.1,14709.43,14.58,megawatts,megawatts,percent
2017-11-03,101868.1,13294.1,13.05,megawatts,megawatts,percent
2017-11-02,101868.1,13720.69,13.47,megawatts,megawatts,percent
2017-11-01,101868.1,13888.724,13.63,megawatts,megawatts,percent
2017-10-31,101868.1,14611.62,14.34,megawatts,megawatts,percent
2017-10-30,101868.1,14510.938,14.24,megawatts,megawatts,percent
2017-10-29,100901.1,14595.942,14.47,megawatts,megawatts,percent
2017-10-28,100901.1,15235.181,15.1,megawatts,megawatts,percent
2017-10-27,100901.1,13919.478,13.8,megawatts,megawatts,percent
2017-10-26,100901.1,14155.771,14.03,megawatts,megawatts,percent
2017-10-25,101868.1,13568.33,13.32,megawatts,megawatts,percent
2017-10-24,101868.1,13597.884,13.35,megawatts,megawatts,percent
2017-10-23,101868.1,13837.51,13.58,megawatts,megawatts,percent
2017-10-22,100901.1,11623.44,11.52,megawatts,megawatts,percent
2017-10-21,100901.1,11928.66,11.82,megawatts,megawatts,percent
2017-10-20,101868.1,12108.67,11.89,megawatts,megawatts,percent
2017-10-19,101868.1,12988.93,12.75,megawatts,megawatts,percent
2017-10-18,101868.1,13277.53,13.03,megawatts,megawatts,percent
2017-10-17,101868.1,13780.15,13.53,megawatts,megawatts,percent
2017-10-16,101868.1,14353.72,14.09,megawatts,megawatts,percent
2017-10-15,100901.1,13544.06,13.42,megawatts,megawatts,percent
2017-10-14,100901.1,14602.56,14.47,megawatts,megawatts,percent
2017-10-13,100901.1,13611.93,13.49,megawatts,megawatts,percent
2017-10-12,101868.1,11468.46,11.26,megawatts,megawatts,percent
2017-10-11,101868.1,12224.698,12,megawatts,megawatts,percent
2017-10-10,101868.1,12937.918,12.7,megawatts,megawatts,percent
2017-10-09,101868.1,13217.06,12.97,megawatts,megawatts,percent
2017-10-08,100901.1,11649.792,11.55,megawatts,megawatts,percent
2017-10-07,100901.1,12118.1,12.01,megawatts,megawatts,percent
2017-10-06,101868.1,8477.84,8.32,megawatts,megawatts,percent
2017-10-05,101868.1,8860.79,8.7,megawatts,megawatts,percent
2017-10-04,101868.1,9381.77,9.21,megawatts,megawatts,percent
2017-10-03,101868.1,8774.2,8.61,megawatts,megawatts,percent
2017-10-02,101868.1,9310.34,9.14,megawatts,megawatts,percent
2017-10-01,100901.1,7417.03,7.35,megawatts,megawatts,percent
2017-09-30,98661.4,7055.496,7.15,megawatts,megawatts,percent
2017-09-29,98661.4,7630.989,7.73,megawatts,megawatts,percent
2017-09-28,99628.9,8140.217,8.17,megawatts,megawatts,percent
2017-09-27,99628.9,8476.05,8.51,megawatts,megawatts,percent
2017-09-26,99628.9,6951.755,6.98,megawatts,megawatts,percent
2017-09-25,99628.9,7108.063,7.13,megawatts,megawatts,percent
2017-09-24,98661.4,7104.491,7.2,megawatts,megawatts,percent
2017-09-23,98661.4,7727.816,7.83,megawatts,megawatts,percent
2017-09-22,99628.9,5898.112,5.92,megawatts,megawatts,percent
2017-09-21,99628.9,6350.92,6.37,megawatts,megawatts,percent
2017-09-20,99628.9,7169.406,7.2,megawatts,megawatts,percent
2017-09-19,99628.9,7251.353,7.28,megawatts,megawatts,percent
2017-09-18,99628.9,6588.079,6.61,megawatts,megawatts,percent
2017-09-17,98661.4,4962.669,5.03,megawatts,megawatts,percent
2017-09-16,98661.4,5016.35,5.08,megawatts,megawatts,percent
2017-09-15,99628.9,4672.39,4.69,megawatts,megawatts,percent
2017-09-14,99628.9,5291.31,5.31,megawatts,megawatts,percent
2017-09-13,99628.9,5914.766,5.94,megawatts,megawatts,percent
2017-09-12,99628.9,6572.993,6.6,megawatts,megawatts,percent
2017-09-11,98661.4,5879.94,5.96,megawatts,megawatts,percent
2017-09-10,98661.4,4713.334,4.78,megawatts,megawatts,percent
2017-09-09,98661.4,4072.945,4.13,megawatts,megawatts,percent
2017-09-08,99628.9,3261.526,3.27,megawatts,megawatts,percent
2017-09-07,99628.9,3640.966,3.65,megawatts,megawatts,percent
2017-09-06,99628.9,3006.946,3.02,megawatts,megawatts,percent
2017-09-05,99628.9,4281.846,4.3,megawatts,megawatts,percent
2017-09-04,99628.9,4752.419,4.77,megawatts,megawatts,percent
2017-09-03,98661.4,6694.092,6.78,megawatts,megawatts,percent
2017-09-02,98661.4,5978.299,6.06,megawatts,megawatts,percent
2017-09-01,99628.9,3634.178,3.65,megawatts,megawatts,percent
2017-08-31,99628.9,3907.768,3.92,megawatts,megawatts,percent
2017-08-30,99628.9,4087.929,4.1,megawatts,megawatts,percent
2017-08-29,99628.9,3194.914,3.21,megawatts,megawatts,percent
2017-08-28,99628.9,2281.782,2.29,megawatts,megawatts,percent
2017-08-27,98661.4,2486.038,2.52,megawatts,megawatts,percent
2017-08-26,98661.4,2443.8,2.48,megawatts,megawatts,percent
2017-08-25,99628.9,2600.531,2.61,megawatts,megawatts,percent
2017-08-24,99628.9,2601.395,2.61,megawatts,megawatts,percent
2017-08-23,99628.9,2601.395,2.61,megawatts,megawatts,percent
2017-08-22,99628.9,2449.285,2.46,megawatts,megawatts,percent
2017-08-21,99628.9,2709.132,2.72,megawatts,megawatts,percent
2017-08-20,98661.4,1561.266,1.58,megawatts,megawatts,percent
2017-08-19,98661.4,1500.239,1.52,megawatts,megawatts,percent
2017-08-18,99628.9,951.14,.95,megawatts,megawatts,percent
2017-08-17,99628.9,678.42,.68,megawatts,megawatts,percent
2017-08-16,99628.9,479.26,.48,megawatts,megawatts,percent
2017-08-15,99628.9,168.83,.17,megawatts,megawatts,percent
2017-08-14,99628.9,395.09,.4,megawatts,megawatts,percent
2017-08-13,98661.4,1159.79,1.18,megawatts,megawatts,percent
2017-08-12,98661.4,1978.194,2.01,megawatts,megawatts,percent
2017-08-11,98661.4,2957.454,3,megawatts,megawatts,percent
2017-08-10,99628.9,3310.184,3.32,megawatts,megawatts,percent
2017-08-09,99628.9,3525.737,3.54,megawatts,megawatts,percent
2017-08-08,99628.9,3904.477,3.92,megawatts,megawatts,percent
2017-08-07,98661.4,4440.297,4.5,megawatts,megawatts,percent
2017-08-06,98661.4,4992.072,5.06,megawatts,megawatts,percent
2017-08-05,98661.4,3403.72,3.45,megawatts,megawatts,percent
2017-08-04,98661.4,2776.247,2.81,megawatts,megawatts,percent
2017-08-03,99628.9,2142.575,2.15,megawatts,megawatts,percent
2017-08-02,99628.9,2797.326,2.81,megawatts,megawatts,percent
2017-08-01,99628.9,3423.324,3.44,megawatts,megawatts,percent
2017-07-31,99628.9,3657.818,3.67,megawatts,megawatts,percent
2017-07-30,98661.4,3595.702,3.64,megawatts,megawatts,percent
2017-07-29,98661.4,3933.92,3.99,megawatts,megawatts,percent
2017-07-28,99628.9,4088.03,4.1,megawatts,megawatts,percent
2017-07-27,99628.9,3999.64,4.01,megawatts,megawatts,percent
2017-07-26,99628.9,3765.35,3.78,megawatts,megawatts,percent
2017-07-25,99628.9,4819.75,4.84,megawatts,megawatts,percent
2017-07-24,99628.9,3907.35,3.92,megawatts,megawatts,percent
2017-07-23,98661.4,4186.689,4.24,megawatts,megawatts,percent
2017-07-22,98661.4,4061.893,4.12,megawatts,megawatts,percent
2017-07-21,99628.9,4091.831,4.11,megawatts,megawatts,percent
2017-07-20,99628.9,4163.737,4.18,megawatts,megawatts,percent
2017-07-19,99628.9,3887.645,3.9,megawatts,megawatts,percent
2017-07-18,99628.9,3955.33,3.97,megawatts,megawatts,percent
2017-07-17,99628.9,3000.08,3.01,megawatts,megawatts,percent
2017-07-16,98661.4,2831.96,2.87,megawatts,megawatts,percent
2017-07-15,98661.4,2837.974,2.88,megawatts,megawatts,percent
2017-07-14,99628.9,3690.022,3.7,megawatts,megawatts,percent
2017-07-13,99628.9,2697.874,2.71,megawatts,megawatts,percent
2017-07-12,99628.9,2798.669,2.81,megawatts,megawatts,percent
2017-07-11,99628.9,2868.655,2.88,megawatts,megawatts,percent
2017-07-10,98661.4,3284.175,3.33,megawatts,megawatts,percent
2017-07-09,98661.4,4270.68,4.33,megawatts,megawatts,percent
2017-07-08,98661.4,4459.33,4.52,megawatts,megawatts,percent
2017-07-07,98661.4,4186.286,4.24,megawatts,megawatts,percent
2017-07-06,98661.4,4074.296,4.13,megawatts,megawatts,percent
2017-07-05,99628.9,4216.728,4.23,megawatts,megawatts,percent
2017-07-04,99628.9,4219.41,4.24,megawatts,megawatts,percent
2017-07-03,98661.4,3918.91,3.97,megawatts,megawatts,percent
2017-07-02,98661.4,4051.429,4.11,megawatts,megawatts,percent
2017-07-01,98661.4,4822.07,4.89,megawatts,megawatts,percent
2017-06-30,99609.9,6033.859,6.06,megawatts,megawatts,percent
2017-06-29,99609.9,5631.113,5.65,megawatts,megawatts,percent
2017-06-28,99609.9,5306.495,5.33,megawatts,megawatts,percent
2017-06-27,99609.9,5700.945,5.72,megawatts,megawatts,percent
2017-06-26,99609.9,5903.247,5.93,megawatts,megawatts,percent
2017-06-25,99609.9,6614.24,6.64,megawatts,megawatts,percent
2017-06-24,99609.9,6548.032,6.57,megawatts,megawatts,percent
2017-06-23,99609.9,6051.865,6.08,megawatts,megawatts,percent
2017-06-22,99609.9,5160.515,5.18,megawatts,megawatts,percent
2017-06-21,99609.9,6374.31,6.4,megawatts,megawatts,percent
2017-06-20,99609.9,7519.16,7.55,megawatts,megawatts,percent
2017-06-19,99609.9,6528.2,6.55,megawatts,megawatts,percent
2017-06-18,98642.4,6790.18,6.88,megawatts,megawatts,percent
2017-06-17,98642.4,6562.458,6.65,megawatts,megawatts,percent
2017-06-16,99609.9,6609.26,6.64,megawatts,megawatts,percent
2017-06-15,99609.9,6633.4,6.66,megawatts,megawatts,percent
2017-06-14,99609.9,6813.6,6.84,megawatts,megawatts,percent
2017-06-13,99609.9,7486.55,7.52,megawatts,megawatts,percent
2017-06-12,99609.9,8251.928,8.28,megawatts,megawatts,percent
2017-06-11,99609.9,8537.542,8.57,megawatts,megawatts,percent
2017-06-10,99609.9,9002.025,9.04,megawatts,megawatts,percent
2017-06-09,99609.9,8992.977,9.03,megawatts,megawatts,percent
2017-06-08,99609.9,8348.442,8.38,megawatts,megawatts,percent
2017-06-07,99609.9,8561.948,8.6,megawatts,megawatts,percent
2017-06-06,99609.9,8369.794,8.4,megawatts,megawatts,percent
2017-06-05,99609.9,7684.581,7.71,megawatts,megawatts,percent
2017-06-04,99609.9,8613.154,8.65,megawatts,megawatts,percent
2017-06-03,99609.9,10192.12,10.23,megawatts,megawatts,percent
2017-06-02,99609.9,10167.368,10.21,megawatts,megawatts,percent
2017-06-01,99609.9,10726.362,10.77,megawatts,megawatts,percent
2017-05-31,99609.9,11162.483,11.21,megawatts,megawatts,percent
2017-05-30,99609.9,10772.09,10.81,megawatts,megawatts,percent
2017-05-29,99609.9,10932.07,10.97,megawatts,megawatts,percent
2017-05-28,99609.9,11504.475,11.55,megawatts,megawatts,percent
2017-05-27,99609.9,12239.219,12.29,megawatts,megawatts,percent
2017-05-26,99609.9,12830.51,12.88,megawatts,megawatts,percent
2017-05-25,99609.9,13387.17,13.44,megawatts,megawatts,percent
2017-05-24,99609.9,14547.288,14.6,megawatts,megawatts,percent
2017-05-23,99609.9,14703.655,14.76,megawatts,megawatts,percent
2017-05-22,99609.9,15878.492,15.94,megawatts,megawatts,percent
2017-05-21,99609.9,19574.778,19.65,megawatts,megawatts,percent
2017-05-20,99609.9,21029.361,21.11,megawatts,megawatts,percent
2017-05-19,99609.9,18560.17,18.63,megawatts,megawatts,percent
2017-05-18,99609.9,18832.532,18.91,megawatts,megawatts,percent
2017-05-17,99609.9,19984.53,20.06,megawatts,megawatts,percent
2017-05-16,99609.9,20105.306,20.18,megawatts,megawatts,percent
2017-05-15,99609.9,20339.84,20.42,megawatts,megawatts,percent
2017-05-14,99609.9,22230.72,22.32,megawatts,megawatts,percent
2017-05-13,99609.9,22098.394,22.18,megawatts,megawatts,percent
2017-05-12,99609.9,21072.2,21.15,megawatts,megawatts,percent
2017-05-11,99609.9,21942.44,22.03,megawatts,megawatts,percent
2017-05-10,99609.9,21888.94,21.97,megawatts,megawatts,percent
2017-05-09,99609.9,21204.41,21.29,megawatts,megawatts,percent
2017-05-08,99609.9,22072.59,22.16,megawatts,megawatts,percent
2017-05-07,99609.9,21242.66,21.33,megawatts,megawatts,percent
2017-05-06,99609.9,22654.172,22.74,megawatts,megawatts,percent
2017-05-05,99609.9,21801.899,21.89,megawatts,megawatts,percent
2017-05-04,99609.9,22894.944,22.98,megawatts,megawatts,percent
2017-05-03,99609.9,23577.091,23.67,megawatts,megawatts,percent
2017-05-02,99609.9,23682.145,23.77,megawatts,megawatts,percent
2017-05-01,99609.9,24262.389,24.36,megawatts,megawatts,percent
2017-04-30,99609.9,24396.065,24.49,megawatts,megawatts,percent
2017-04-29,99609.9,25213.046,25.31,megawatts,megawatts,percent
2017-04-28,99609.9,24399.945,24.5,megawatts,megawatts,percent
2017-04-27,99609.9,23565.713,23.66,megawatts,megawatts,percent
2017-04-26,99609.9,23182.44,23.27,megawatts,megawatts,percent
2017-04-25,99609.9,22514.082,22.6,megawatts,megawatts,percent
2017-04-24,99609.9,22908.563,23,megawatts,megawatts,percent
2017-04-23,99609.9,22416.917,22.5,megawatts,megawatts,percent
2017-04-22,99609.9,21964.814,22.05,megawatts,megawatts,percent
2017-04-21,99609.9,22189.017,22.28,megawatts,megawatts,percent
2017-04-20,99609.9,22774.754,22.86,megawatts,megawatts,percent
2017-04-19,99609.9,23009.351,23.1,megawatts,megawatts,percent
2017-04-18,99609.9,23344.084,23.44,megawatts,megawatts,percent
2017-04-17,99609.9,23520.78,23.61,megawatts,megawatts,percent
2017-04-16,99609.9,22795.733,22.89,megawatts,megawatts,percent
2017-04-15,99609.9,23744.246,23.84,megawatts,megawatts,percent
2017-04-14,99609.9,21246.789,21.33,megawatts,megawatts,percent
2017-04-13,99609.9,21396.249,21.48,megawatts,megawatts,percent
2017-04-12,99609.9,20843.376,20.93,megawatts,megawatts,percent
2017-04-11,99609.9,21056.365,21.14,megawatts,megawatts,percent
2017-04-10,99609.9,22072.542,22.16,megawatts,megawatts,percent
2017-04-09,99609.9,22447.936,22.54,megawatts,megawatts,percent
2017-04-08,99609.9,22369.071,22.46,megawatts,megawatts,percent
2017-04-07,99609.9,19280.956,19.36,megawatts,megawatts,percent
2017-04-06,99609.9,19844.754,19.92,megawatts,megawatts,percent
2017-04-05,99609.9,20772.808,20.85,megawatts,megawatts,percent
2017-04-04,99609.9,21479.438,21.56,megawatts,megawatts,percent
2017-04-03,99609.9,20799.148,20.88,megawatts,megawatts,percent
2017-04-02,99609.9,19723.219,19.8,megawatts,megawatts,percent
2017-04-01,99609.9,19419.512,19.5,megawatts,megawatts,percent
2017-03-31,101849.1,18428.52,18.09,megawatts,megawatts,percent
2017-03-30,101849.1,18270.483,17.94,megawatts,megawatts,percent
2017-03-29,101849.1,17501.838,17.18,megawatts,megawatts,percent
2017-03-28,101849.1,16845.924,16.54,megawatts,megawatts,percent
2017-03-27,101849.1,17388.324,17.07,megawatts,megawatts,percent
2017-03-26,101849.1,17880.042,17.56,megawatts,megawatts,percent
2017-03-25,101849.1,17861.99,17.54,megawatts,megawatts,percent
2017-03-24,101849.1,18237.195,17.91,megawatts,megawatts,percent
2017-03-23,101849.1,18520.756,18.18,megawatts,megawatts,percent
2017-03-22,101849.1,18638.104,18.3,megawatts,megawatts,percent
2017-03-21,101849.1,18640.724,18.3,megawatts,megawatts,percent
2017-03-20,101849.1,17457.004,17.14,megawatts,megawatts,percent
2017-03-19,101849.1,18450.614,18.12,megawatts,megawatts,percent
2017-03-18,101849.1,15877.074,15.59,megawatts,megawatts,percent
2017-03-17,101849.1,11191.939,10.99,megawatts,megawatts,percent
2017-03-16,101849.1,11192.244,10.99,megawatts,megawatts,percent
2017-03-15,101849.1,11087.819,10.89,megawatts,megawatts,percent
2017-03-14,101849.1,11306.894,11.1,megawatts,megawatts,percent
2017-03-13,101849.1,11393.304,11.19,megawatts,megawatts,percent
2017-03-12,101849.1,10217.529,10.03,megawatts,megawatts,percent
2017-03-11,101849.1,9480.89,9.31,megawatts,megawatts,percent
2017-03-10,101849.1,10171.565,9.99,megawatts,megawatts,percent
2017-03-09,101849.1,11242.55,11.04,megawatts,megawatts,percent
2017-03-08,101849.1,11344.21,11.14,megawatts,megawatts,percent
2017-03-07,101849.1,11376.7,11.17,megawatts,megawatts,percent
2017-03-06,101849.1,12164.54,11.94,megawatts,megawatts,percent
2017-03-05,101849.1,12632.13,12.4,megawatts,megawatts,percent
2017-03-04,101849.1,11510.78,11.3,megawatts,megawatts,percent
2017-03-03,101849.1,10648.47,10.46,megawatts,megawatts,percent
2017-03-02,101849.1,10830.61,10.63,megawatts,megawatts,percent
2017-03-01,101849.1,10814.02,10.62,megawatts,megawatts,percent
2017-02-28,101849.1,10624.724,10.43,megawatts,megawatts,percent
2017-02-27,101849.1,10507.77,10.32,megawatts,megawatts,percent
2017-02-26,101849.1,10382.2,10.19,megawatts,megawatts,percent
2017-02-25,101849.1,11973.51,11.76,megawatts,megawatts,percent
2017-02-24,101849.1,9253.504,9.09,megawatts,megawatts,percent
2017-02-23,101849.1,7678.014,7.54,megawatts,megawatts,percent
2017-02-22,101849.1,7597.002,7.46,megawatts,megawatts,percent
2017-02-21,101849.1,7551.624,7.41,megawatts,megawatts,percent
2017-02-20,101849.1,8306.05,8.16,megawatts,megawatts,percent
2017-02-19,101849.1,8294.99,8.14,megawatts,megawatts,percent
2017-02-18,101849.1,8084.495,7.94,megawatts,megawatts,percent
2017-02-17,101849.1,6725.078,6.6,megawatts,megawatts,percent
2017-02-16,101849.1,7229.36,7.1,megawatts,megawatts,percent
2017-02-15,101849.1,7182.466,7.05,megawatts,megawatts,percent
2017-02-14,101849.1,7404.121,7.27,megawatts,megawatts,percent
2017-02-13,101849.1,6098.885,5.99,megawatts,megawatts,percent
2017-02-12,101849.1,6089.768,5.98,megawatts,megawatts,percent
2017-02-11,101849.1,6303.008,6.19,megawatts,megawatts,percent
2017-02-10,101849.1,6044.274,5.93,megawatts,megawatts,percent
2017-02-09,101849.1,5650.462,5.55,megawatts,megawatts,percent
2017-02-08,101849.1,5910.802,5.8,megawatts,megawatts,percent
2017-02-07,101849.1,8088.768,7.94,megawatts,megawatts,percent
2017-02-06,101849.1,7876.22,7.73,megawatts,megawatts,percent
2017-02-05,100882.1,5472.81,5.42,megawatts,megawatts,percent
2017-02-04,100882.1,5822.448,5.77,megawatts,megawatts,percent
2017-02-03,101849.1,4681.488,4.6,megawatts,megawatts,percent
2017-02-02,101849.1,4774.476,4.69,megawatts,megawatts,percent
2017-02-01,101849.1,4727.546,4.64,megawatts,megawatts,percent
2017-01-31,101849.1,4594.446,4.51,megawatts,megawatts,percent
2017-01-30,101849.1,3988.706,3.92,megawatts,megawatts,percent
2017-01-29,101849.1,4001.774,3.93,megawatts,megawatts,percent
2017-01-28,101849.1,4182.994,4.11,megawatts,megawatts,percent
2017-01-27,101849.1,3918.272,3.85,megawatts,megawatts,percent
2017-01-26,101849.1,4482.722,4.4,megawatts,megawatts,percent
2017-01-25,101849.1,5261.2,5.17,megawatts,megawatts,percent
2017-01-24,101849.1,4661.91,4.58,megawatts,megawatts,percent
2017-01-23,101849.1,3110.93,3.05,megawatts,megawatts,percent
2017-01-22,101849.1,3225.088,3.17,megawatts,megawatts,percent
2017-01-21,101849.1,2914.746,2.86,megawatts,megawatts,percent
2017-01-20,101849.1,3426.352,3.36,megawatts,megawatts,percent
2017-01-19,101849.1,3722.74,3.66,megawatts,megawatts,percent
2017-01-18,101849.1,4476.846,4.4,megawatts,megawatts,percent
2017-01-17,101849.1,3824.875,3.76,megawatts,megawatts,percent
2017-01-16,101849.1,3425.278,3.36,megawatts,megawatts,percent
2017-01-15,101849.1,4410.72,4.33,megawatts,megawatts,percent
2017-01-14,101849.1,4065.342,3.99,megawatts,megawatts,percent
2017-01-13,101849.1,3644.388,3.58,megawatts,megawatts,percent
2017-01-12,101849.1,3434.824,3.37,megawatts,megawatts,percent
2017-01-11,101849.1,3799.179,3.73,megawatts,megawatts,percent
2017-01-10,101849.1,3825.436,3.76,megawatts,megawatts,percent
2017-01-09,101849.1,3703.862,3.64,megawatts,megawatts,percent
2017-01-08,101849.1,3993.96,3.92,megawatts,megawatts,percent
2017-01-07,101849.1,4161.87,4.09,megawatts,megawatts,percent
2017-01-06,101849.1,3216.468,3.16,megawatts,megawatts,percent
2017-01-05,101849.1,3400.368,3.34,megawatts,megawatts,percent
2017-01-04,101849.1,4239.154,4.16,megawatts,megawatts,percent
2017-01-03,101849.1,4154.652,4.08,megawatts,megawatts,percent
2017-01-02,101849.1,4060.262,3.99,megawatts,megawatts,percent
2017-01-01,101849.1,4388.398,4.31,megawatts,megawatts,percent
2016-12-31,101814.1,4458.845,4.38,megawatts,megawatts,percent
2016-12-30,101814.1,4360.063,4.28,megawatts,megawatts,percent
2016-12-29,101814.1,4316.318,4.24,megawatts,megawatts,percent
2016-12-28,101814.1,4332.148,4.25,megawatts,megawatts,percent
2016-12-27,101814.1,4418.536,4.34,megawatts,megawatts,percent
2016-12-26,101814.1,4467.456,4.39,megawatts,megawatts,percent
2016-12-25,101814.1,5222.788,5.13,megawatts,megawatts,percent
2016-12-24,101814.1,5482.938,5.39,megawatts,megawatts,percent
2016-12-23,101814.1,5657.229,5.56,megawatts,megawatts,percent
2016-12-22,101814.1,6084.717,5.98,megawatts,megawatts,percent
2016-12-21,101814.1,6069.515,5.96,megawatts,megawatts,percent
2016-12-20,101814.1,6100.53,5.99,megawatts,megawatts,percent
2016-12-19,101814.1,6488.225,6.37,megawatts,megawatts,percent
2016-12-18,101814.1,6921.768,6.8,megawatts,megawatts,percent
2016-12-17,101814.1,6733.9,6.61,megawatts,megawatts,percent
2016-12-16,101814.1,6259.2,6.15,megawatts,megawatts,percent
2016-12-15,101814.1,5987.125,5.88,megawatts,megawatts,percent
2016-12-14,101814.1,5584.415,5.48,megawatts,megawatts,percent
2016-12-13,101814.1,5914.745,5.81,megawatts,megawatts,percent
2016-12-12,101814.1,6526.31,6.41,megawatts,megawatts,percent
2016-12-11,101814.1,7598.94,7.46,megawatts,megawatts,percent
2016-12-10,101814.1,6398.35,6.28,megawatts,megawatts,percent
